official_name,FECID,nothing_2024,firstname,lastname,bioname,state,state_abb,district,incumbent,level,electoral_district,office_name,candidate_UUID,party_ID,DOB,race,gender,person_UUID,ICPSR,state_ICPSR,bioguide_ID,nominate_dim1,office_facebook_page,office_instagram_account,office_twitter_account,office_youtube_account,office_tiktok_account,campaign_facebook_page,campaign_instagram_account,campaign_twitter_account,campaign_youtube_account,campaign_tiktok_account,office_truthsocial_account,campaign_truthsocial_account,office_telegram_account,campaign_telegram_account,office_gettr_account,campaign_gettr_account,office_rumble_account,campaign_rumble_account,cook_2024,competitive,seatup_2024,cookreport24_raw,party_standardized
MaryAnn Carr,H4NY17150,0.0,MaryAnn,Carr,,New York,NY,17.0,Non-Incumbent,country,New York's 17th congressional district,U.S. Representative,551cee29-d570-500b-9bf6-f9b5da328c4c,Democratic Party,,,,aed55719-9264-4075-b764-b1f4b3f61914,,,,,,,,,,https://www.facebook.com/profile.php?id=61550655331803,https://www.instagram.com/maryannforny17/,https://twitter.com/MaryAnnforNY,,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Matt Cartwright,H2PA17079,0.0,Matt,Cartwright,"CARTWRIGHT, Matt",Pennsylvania,PA,8.0,Incumbent,country,Pennsylvania's 8th congressional district,U.S. Representative,70104591-48ea-5d03-8b1d-bf1a5904ee7f,Democratic Party,5/1/61,White,Male,052eef47-bd30-461d-872b-4ee202bc5c2e,21358.0,14.0,C001090,-0.347,https://www.facebook.com/CongressmanMattCartwright,https://www.instagram.com/repmattcartwright/,https://twitter.com/RepCartwright,https://www.youtube.com/@RepMattCartwright/,,https://www.facebook.com/cartwrightpa,https://www.instagram.com/cartwrightcongress/,https://twitter.com/CartwrightPA,https://www.youtube.com/channel/UCRjUZOatvFcWNuSYpccOUaQ,,,,,,,,,,Democrat Toss Up,1.0,,,Democratic Party
Matt Collier,H4MI08242,0.0,Matt,Collier,,Michigan,MI,8.0,Non-Incumbent,country,Michigan's 8th congressional district,U.S. Representative,acb0a5af-941f-5de5-8dd8-2751d17bb5c1,Democratic Party,,,,01d76f8f-3af1-4956-a5ad-ef65507e86d5,,,,,,,,,,https://www.facebook.com/collierformichigan/,https://www.instagram.com/collierformichigan/,https://x.com/CollierforMI,,,,,,,,,,,Democrat Toss Up,1.0,,,Democratic Party
Matt Diemer,H2OH16044,0.0,Matt,Diemer,,Ohio,OH,7.0,Non-Incumbent,country,Ohio's 7th congressional district,U.S. Representative,4829e977-bfcd-5dc1-a520-5440d8dc5c08,Democratic Party,,,,415f0cd2-bf33-4cf6-9b5e-f25aa5fc0f96,,,,,,,,,,https://www.facebook.com/DiemerforCongress,https://www.instagram.com/matthewadiemer/,https://twitter.com/MatthewDiemer,https://www.youtube.com/@diemerforcongress1109,https://www.tiktok.com/@matt.diemer,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Matt Gaetz,H6FL01119,0.0,Matt,Gaetz,"GAETZ, Matthew L. II",Florida,FL,1.0,Incumbent; Resigned,country,Florida's 1st congressional district,U.S. Representative,e7a25f09-b3fc-5b88-a21e-03e83ae6ee3b,Republican Party,5/7/82,White,Male,2da8242c-c230-470b-b159-c83d91ef35f8,21719.0,43.0,G000578,0.594,https://www.facebook.com/CongressmanMattGaetz/,https://www.instagram.com/repmattgaetz/,https://twitter.com/RepMattGaetz,https://www.youtube.com/channel/UClqXcJew_A3s8qiX-T4a9CA,,https://www.facebook.com/RepresentativeMattGaetz,,https://twitter.com/mattgaetz,https://www.youtube.com/channel/UCq8oBxjy_8tXisl82jXl9bA,,https://truthsocial.com/@RepMattGaetz,,,https://t.me/MattGaetzOfficial,,https://gettr.com/user/mattgaetz,,https://rumble.com/user/RepMattGaetz,Not Competitive,0.0,,,Republican Party
Matt Gunderson,H4CA49149,0.0,Matt,Gunderson,,California,CA,49.0,Non-Incumbent,country,California's 49th congressional district,U.S. Representative,085e889e-7180-5721-a5c3-cfa0f5037c2d,Republican Party,,,,5d02e5f4-f097-4a13-a7ed-7f623161c43a,,,,,,,,,,https://www.facebook.com/GundersonForCongress/,https://www.instagram.com/gundersonforcongress/,https://twitter.com/GundersonForCA,https://www.youtube.com/@MattGundersonforCongress,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
Matt Kleinmann,H4KS02198,0.0,Matt,Kleinmann,,Kansas,KS,2.0,Non-Incumbent,country,Kansas's 2nd congressional district,U.S. Representative,942df319-4ed0-5978-9b85-04d3ffd9f54d,Democratic Party,,,,f444fee7-0378-47f3-96eb-2a6ef10a98b3,,,,,,,,,,https://www.facebook.com/kleinmannforcongress/,https://www.instagram.com/kleinmannforcongress/,https://x.com/VoteKleinmann,https://www.youtube.com/@MattKleinmann/featured,https://www.tiktok.com/@kleinmannforcongress,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Matt Libber,H4MD03339,0.0,Matt,Libber,,Maryland,MD,3.0,Non-Incumbent,country,Maryland's 3rd congressional district,U.S. Representative,a11dad44-03df-5df0-8781-352d2c5eb909,Democratic Party,,,,48ad1db7-740e-41c8-9eed-510a115feef9,,,,,,,,,,https://www.facebook.com/LibberForMaryland/,,https://x.com/LibberForMD,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Matt Rosendale,H4MT00050,0.0,Matt,Rosendale,"ROSENDALE, Matthew M., Sr.",Montana,MT,2.0,Incumbent; Retired,country,Montana,U.S. Representative,28eddbb9-1fa9-5565-800f-555342a2e0b3,Republican Party,7/7/60,White,Male,03f6cb2d-2e14-4c2d-a110-9514c02e1981,22148.0,64.0,R000103,0.75,https://www.facebook.com/RepRosendale,https://www.instagram.com/RepRosendale/,https://twitter.com/RepRosendale,,,https://facebook.com/mattformontana,https://instagram.com/mattformontana,https://twitter.com/mattformontana,https://www.youtube.com/channel/UCzTAOdmoXUR2DvVdmkHU-HA,,,https://truthsocial.com/@RepRosendale,,https://t.me/MattRosendale,,,,,Not Competitive,0.0,,,Republican Party
Matt Shoemaker,H4NC13074,0.0,Matt,Shoemaker,,North Carolina,NC,13.0,Non-Incumbent,country,North Carolina's 13th congressional district,U.S. Representative,e8252954-4958-5826-a04e-cf63b7d05b8e,Republican Party,,,,fbb77d19-f950-4fc8-91ed-aac30b6120ee,,,,,,,,,,https://www.facebook.com/mjsvote,https://www.instagram.com/votemjs,https://twitter.com/votemjs,https://www.youtube.com/channel/UCC3btITOB-_SDYcFF0g3IKg,,,,,,,https://gettr.com/user/mattshoemaker,,,Not Competitive,0.0,,,Republican Party
Matthew Jenkins,H2NJ04215,0.0,Matthew,Jenkins,,New Jersey,NJ,4.0,Non-Incumbent,country,New Jersey's 4th congressional district,U.S. Representative,2d89dabd-1a37-5cf9-9665-e4785a4060d1,Democratic Party,,,,9f5aa8a9-dbe7-4758-b99c-b021eb375366,,,,,,,,,,https://www.facebook.com/MattJenkinsNJ/,https://www.instagram.com/MattJenkinsNJ,https://twitter.com/MattJenkinsNJ,,https://www.tiktok.com/@mattjenkinsnj?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Matthew Lucci,H4TX25182,0.0,Matthew,Lucci,,Texas,TX,25.0,Non-Incumbent,country,Texas's 25th congressional district,U.S. Representative,910211f8-dc35-565e-b159-a710cc3fdc5a,Republican Party,,,,18544e4f-1700-411a-abd5-824cb0fb1dbf,,,,,,,,,,https://www.facebook.com/MatthewLucciTX,https://www.instagram.com/MatthewLucciTX,https://twitter.com/MatthewLucciTX,https://www.youtube.com/@MatthewLucciTX,,,https://truthsocial.com/@MatthewLucciTX,,,,,,,Not Competitive,0.0,,,Republican Party
Matthew Montavon,H4FL17060,0.0,Matthew,Montavon,,Florida,FL,17.0,Non-Incumbent,country,Florida's 17th congressional district,U.S. Representative,401cd79e-695d-5634-8cb5-bc1d0caf386b,Democratic Party,,,,ff14c182-9952-4065-8444-e9b9f819ad2c,,,,,,,,,,https://www.facebook.com/montavon4congress,https://www.instagram.com/montavon_for_congress,https://twitter.com/Montavon4FL,https://www.youtube.com/@MatthewMontavonforCongress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Matthew Stoll,H4CA20207,0.0,Matthew,Stoll,,California,CA,20.0,Non-Incumbent,country,California's 20th congressional district,U.S. Representative,2f884273-63e4-5f64-b09d-a911ff02f616,Republican Party,,,,46c2a0f3-873b-4d60-bc2c-2b5faf160a43,,,,,,,,,,https://www.facebook.com/electmattstoll/,https://www.instagram.com/electmattstoll/,https://twitter.com/electmattstoll,https://www.youtube.com/@mattstollforcongress8829,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Matthew Welde,H4WA05267,0.0,Matthew,Welde,,Washington,WA,5.0,Non-Incumbent,country,Washington's 5th congressional district,U.S. Representative,60d99b73-e1ba-56bc-9ef8-f066b5a985c8,Democratic Party,,,,b10eb87a-82ab-4350-a60e-9eac90c54ee7,,,,,,,,,,https://www.facebook.com/weldeforwa5,https://www.instagram.com/weldeforwa5,https://x.com/WeldeforWA5,,https://www.tiktok.com/@weldeforwa5,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Maura Keller,H4GA03100,0.0,Maura,Keller,,Georgia,GA,3.0,Non-Incumbent,country,Georgia's 3rd congressional district,U.S. Representative,63bffb92-b5c0-5a4c-99b6-d2c40fe37fec,Democratic Party,,,,7f483e62-ef32-425b-ae2c-e2ebeae35476,,,,,,,,,,https://www.facebook.com/GetMoreWithMaura/,https://www.instagram.com/getmorewithmaura/,https://twitter.com/Maura4GA3,https://www.youtube.com/@GetMoreWithMaura,https://www.tiktok.com/@getmorewithmaura,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Mauro Garza,H8TX21331,0.0,Mauro,Garza,,Texas,TX,34.0,Non-Incumbent,country,Texas's 34th congressional district,U.S. Representative,518f5bce-cdbe-57e6-8384-f3142cbf0ef8,Republican Party,,,,67b3a51e-5ff1-46f7-bb39-eeb68c6c4c48,,,,,,,,,,https://www.facebook.com/TexansForMauro/,,https://twitter.com/TexansforM,https://www.youtube.com/@maurogarzaforcongress3375,,,,,,,,,,Lean Democrat,1.0,,,Republican Party
Max Engling,H4IN05237,0.0,Max,Engling,,Indiana,IN,5.0,Non-Incumbent,country,Indiana's 5th congressional district,U.S. Representative,c4ae9a81-c7ac-5466-9301-def7ca45da5d,Republican Party,,,,1692d295-047c-40e6-b734-b7f71c560dc8,,,,,,,,,,https://www.facebook.com/MaxForIndiana/about/?id=61550927052840&sk=about,https://www.instagram.com/maxenglingforindiana/,https://twitter.com/MaxForIndiana,https://www.youtube.com/@MaxforIndiana,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Max Miller,H2OH16051,0.0,Max,Miller,"MILLER, Max",Ohio,OH,7.0,Incumbent,country,Ohio's 7th congressional district,U.S. Representative,301be638-90d8-51b8-8ff4-130e8ff23cae,Republican Party,11/13/88,White,Male,46415aec-f77b-4087-80fe-44f6ddfaa0f7,22349.0,24.0,M001222,0.388,https://www.facebook.com/CongressmanMaxMiller,https://www.instagram.com/repmaxmiller/,https://twitter.com/repmaxmiller,https://www.youtube.com/@RepMaxMiller,,https://www.facebook.com/MaxMillerforOhio/,https://www.instagram.com/MaxMillerOhio/,https://twitter.com/MaxMillerOH,https://www.youtube.com/channel/UC42BvVI7B9HHGQUdEzy0jmw,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Max Ukropina,H4CA47135,0.0,Max,Ukropina,,California,CA,47.0,Non-Incumbent,country,California's 47th congressional district,U.S. Representative,b292e735-b9ce-5140-b57d-4dda70524ad7,Republican Party,,,,b76ec5cb-f938-4232-8350-66790c519262,,,,,,,,,,https://www.facebook.com/MaxforOC,https://www.instagram.com/maxforoc/,https://twitter.com/MaxUkropina,https://www.youtube.com/@MaxUkropinaforCongress,,,https://truthsocial.com/@maxukropina,,,,,,,Lean Democrat,1.0,,,Republican Party
Maxine E. Dexter,H4OR03192,0.0,Maxine,Dexter,,Oregon,OR,3.0,Non-Incumbent,country,Oregon's 3rd congressional district,U.S. Representative,68e626b5-80a4-5b92-a9c7-8a29eb00a695,Democratic Party,12/5/72,,,0644543a-00a4-4cc0-9aa0-044e3f3ea2f9,,,,,,,,,,https://www.facebook.com/maxinefororegon,https://www.instagram.com/maxinefororegon/,https://twitter.com/doctormaxine,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Maxine Waters,H4CA23011,0.0,Maxine,Waters,"WATERS, Maxine",California,CA,43.0,Incumbent,country,California's 43rd congressional district,U.S. Representative,318f4a5c-c6c7-5541-b9c2-8272cda81fc2,Democratic Party,8/15/38,Black or African-American,Female,1e3279e6-1e5b-4089-9359-846f7eab6bf0,29106.0,71.0,W000187,-0.655,https://www.facebook.com/MaxineWaters,https://www.instagram.com/repmaxinewaters/,https://twitter.com/RepMaxineWaters,https://www.youtube.com/user/MaxineWaters,,,https://www.instagram.com/maxinewatersforcongress/,https://twitter.com/MaxineWaters,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Maxwell Frost,H2FL10259,0.0,Maxwell,Frost,"FROST, Maxwell",Florida,FL,10.0,Incumbent,country,Florida's 10th congressional district,U.S. Representative,81fbb0a4-0b3f-58ce-a5d2-154ff84b807c,Democratic Party,1/17/97,"Multiracial, Black or African-American, Hispanic or Latino",Male,f4b95b9e-b98e-4c1d-ae6e-cefe90fd6742,22321.0,43.0,F000476,-0.418,https://www.facebook.com/RepMaxwellFrost,https://www.instagram.com/repmaxwellfrost/,https://twitter.com/RepMaxwellFrost,,,https://www.facebook.com/MaxwellFrostFL,https://www.instagram.com/maxwellfrostfl/,https://twitter.com/MaxwellFrostFL,https://www.youtube.com/channel/UCsAtXPp3_gt1ysfwt-c0uXQ,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
May Lor Xiong,H4MN04157,0.0,May,Xiong,,Minnesota,MN,4.0,Non-Incumbent,country,Minnesota's 4th congressional district,U.S. Representative,4ec8febc-13ee-5504-b803-663ff010c4d8,Republican Party,,,,4c22a7f0-90e2-4cf1-ac49-62c4a5b6430a,,,,,,,,,,https://www.facebook.com/May4MN/,https://www.instagram.com/mayforcongress/,https://x.com/XiongMay,https://www.youtube.com/@mayxiongforcongress5507/featured,https://x.com/XiongMay,,,,,,,,,Not Competitive,0.0,,,Republican Party
Mayra Flores,H2TX34113,0.0,Mayra,Flores,,Texas,TX,34.0,Non-Incumbent,country,Texas's 34th congressional district,U.S. Representative,a5cecb09-5a7e-5028-9dc2-48e5a949b499,Republican Party,,,,0fdcf988-1eaa-425f-848b-d5e8e0f4dda5,,,,,,,,,,https://www.facebook.com/mayrafloresforcongress,https://www.instagram.com/mayrafloresforcongress/,https://twitter.com/MayraFloresTX34,,https://www.tiktok.com/@mayraflorestx,,https://truthsocial.com/@mayrafloresforcongress,,https://t.me/MayraFloresOfficial,,,,,Lean Democrat,1.0,,,Republican Party
Mazi Melesa Pilip,H4NY03283,0.0,Mazi,Pilip,,New York,NY,3.0,Non-Incumbent,country,New York's 3rd congressional district,U.S. Representative,614fe4d2-e0ea-5619-9843-d6bc728ccd63,"Republican Party, Conservative Party",,,,6d53cdd5-4f26-4462-b8ab-76f382ef6f9d,,,,,,,,,,https://www.facebook.com/maziforcongress,https://www.instagram.com/maziforny,https://twitter.com/maziforcongress,https://www.youtube.com/@MaziforCongress/videos,https://www.tiktok.com/@mazi.for.congress,,,,,,,,,Likely Democrat,1.0,,,Republican Party
McKayla Wilkes,H0MD05183,0.0,McKayla,Wilkes,,Maryland,MD,5.0,Non-Incumbent,country,Maryland's 5th congressional district,U.S. Representative,de74ef67-4053-547a-8b5f-76c3716c3e4a,Democratic Party,,,,698b8361-b971-469f-92fd-96de35384402,,,,,,,,,,https://www.facebook.com/meetmckayla,https://www.instagram.com/meetmckayla/,https://twitter.com/MeetMckayla,https://www.youtube.com/@mckaylawilkes2518,https://www.tiktok.com/@mckayla.wilkes.fo?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Megan Barry,H4TN07133,0.0,Megan,Barry,,Tennessee,TN,7.0,Non-Incumbent,country,Tennessee's 7th congressional district,U.S. Representative,bf48b7d0-1d4f-5e81-b91c-db7ccd5c2b6f,Democratic Party,9/22/63,,,38338577-3d66-4dd7-8403-df0e82cce0e0,,,,,,,,,,https://www.facebook.com/meganbarryforcongress/,https://www.instagram.com/mayormeganbarry,https://twitter.com/MeganCBarry,,https://www.tiktok.com/@meganbarryforcongress?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Mel Manuel,H4LA01154,0.0,Mel,Manuel,,Louisiana,LA,1.0,Non-Incumbent,country,Louisiana's 1st congressional district,U.S. Representative,47289e15-03d5-560d-92c2-5651ab37aaa7,Democratic Party,4/25/84,,,d4b3e84e-9c20-4537-a85d-035b335eda2e,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melanie Stansbury,H2NM01144,0.0,Melanie,Stansbury,"STANSBURY, Melanie Ann",New Mexico,NM,1.0,Incumbent,country,New Mexico's 1st congressional district,U.S. Representative,7182b881-8aa4-5536-93b5-5d08d3546775,Democratic Party,1/31/79,White,Female,a57a55d5-d062-4dd3-b0d0-44e69b171849,22159.0,66.0,S001218,-0.454,https://www.facebook.com/RepStansbury/,https://www.instagram.com/RepStansbury,https://twitter.com/Rep_Stansbury,https://www.youtube.com/channel/UCcAQlm2gRM2NjRUpzc4kBNw,,https://www.facebook.com/Melanie4NM,https://www.instagram.com/melanieinthe505/,https://twitter.com/MelanieforNM,https://www.youtube.com/channel/UChetVeo-yF5qoHyPLOQfKPw,https://www.tiktok.com/@repstansbury,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melissa Chaudhry,H4WA09095,0.0,Melissa,Chaudhry,,Washington,WA,9.0,Non-Incumbent,country,Washington's 9th congressional district,U.S. Representative,87e05810-4f29-5779-9e94-5d258eff0a5d,Democratic Party,,,,4ba28b19-1e29-4f3c-81f5-a8fce6794179,,,,,,,,,,https://www.facebook.com/people/Vote-Melissa-4-Congress/61559685770498/,https://www.instagram.com/melissa4congress/,https://x.com/Melissa4USHouse,https://www.youtube.com/@VoteMelissa4Congress,https://www.tiktok.com/@votemelissa4congress,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melissa Conyears-Ervin,H4IL07177,0.0,Melissa,Ervin,,Illinois,IL,7.0,Non-Incumbent,country,Illinois's 7th congressional district,U.S. Representative,dcb272be-9633-5d10-a812-f5860fa095ab,Democratic Party,,,,2de2b13e-badb-41a2-ac64-f4429fd79afa,,,,,,,,,,https://www.facebook.com/MCEforCongress,,https://twitter.com/MCEforCongress,https://www.youtube.com/@MelissaConyears-Ervin,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melissa Hurtado,H4CA22120,0.0,Melissa,Hurtado,,California,CA,22.0,Non-Incumbent,country,California's 22nd congressional district,U.S. Representative,6711fa87-b49c-556d-a66f-84f968ad0cb3,Democratic Party,,,,48a303ab-e0fb-4a05-8f26-6ac6d3084ccd,,,,,,,,,,https://www.facebook.com/MelissaHurtadoCA,https://www.instagram.com/mhurtadoca/,https://twitter.com/MHurtadoCA,,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Melissa May,H4CA35072,0.0,Melissa,May,,California,CA,35.0,Non-Incumbent,country,California's 35th congressional district,U.S. Representative,94ae8b9f-a03b-5254-9852-57abac1093fd,Democratic Party,,,,4ecda4e7-2bca-48cb-97ec-c57c8979e962,,,,,,,,,,https://www.facebook.com/mayforcongress2024,https://www.instagram.com/mayforcongress2024,,https://www.youtube.com/@MelissaMay4Congress/featured,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melissa McDonough,H4TX38011,0.0,Melissa,McDonough,,Texas,TX,38.0,Non-Incumbent,country,Texas's 38th congressional district,U.S. Representative,dc606b2a-2c3a-534f-b901-1ac86b0f202b,Democratic Party,,,,cb880203-5821-4483-beff-b51f58f723b2,,,,,,,,,,https://www.facebook.com/MelissaForCD38,https://www.instagram.com/melissaforcd38/,https://x.com/MelissaForCD38,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Melissa Toomim,H2CA00146,0.0,Melissa,Toomim,,California,CA,36.0,Non-Incumbent,country,California's 36th congressional district,U.S. Representative,5b3dbed8-6185-5821-9ecf-c9825195af9a,Republican Party,,,,3f16d91c-e192-434b-9221-14d7452d3989,,,,,,,,,,,https://www.instagram.com/toomim4congress/,https://twitter.com/MToomim,https://www.youtube.com/@toomim4congress625/featured,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Melissa Vine,H4IA03164,0.0,Melissa,Vine,,Iowa,IA,3.0,Non-Incumbent,country,Iowa's 3rd congressional district,U.S. Representative,d3d3a672-6f6a-5ead-a128-81aae99ae710,Democratic Party,,,,13e28e92-bde9-46fb-9d2a-affb56358ead,,,,,,,,,,https://www.facebook.com/MelissaVineForIA,https://www.instagram.com/MelissaVineForIA/,https://twitter.com/MelissaVineIA,https://www.youtube.com/@MelissaVineIA,https://www.tiktok.com/@melissavineia,,,,,,,,,Lean Republican,1.0,,,Democratic Party
Merika Coleman,H4AL02097,0.0,Merika,Coleman,,Alabama,AL,2.0,Non-Incumbent,country,Alabama's 2nd congressional district,U.S. Representative,12162147-1f73-5e75-81e0-4dd6c81534ad,Democratic Party,,,,44da0d40-6af3-4ab3-a20c-449f524b22d8,,,,,,,,,,https://www.facebook.com/coleman4congress,https://www.instagram.com/merikacoleman4congress/,https://twitter.com/merika4congress,https://www.youtube.com/@MerikaforCongress,https://www.tiktok.com/@repmerikacoleman?lang=en,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Michael A. Ogle,H4KS02214,0.0,Michael,Ogle,,Kansas,KS,2.0,Non-Incumbent,country,Kansas's 2nd congressional district,U.S. Representative,409f16f0-3f66-50cf-ac6b-a2db0b0ee6b6,Republican Party,,,,c58a0fa5-c412-4a7e-a37b-e79393ac15bc,,,,,,,,,,https://www.facebook.com/profile.php?id=61560824421335,,,https://www.youtube.com/channel/UCUXQ4-Zv8ClXg0cckwH3aLw/about,https://www.tiktok.com/@michael.a..ogle.u?lang=en,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael A. Rulli,H4OH06165,0.0,Michael,Rulli,"RULLI, Michael A.",Ohio,OH,6.0,Incumbent; Special Election,country,Ohio's 6th congressional district,U.S. Representative,b4e44f55-18f0-5891-8904-1be6d9352405,Republican Party,3/11/69,White,Male,fc46ca84-6ed9-40f4-be51-26d465858151,22379.0,24.0,R000619,0.394,https://www.facebook.com/RepMikeRulli/,https://www.instagram.com/repmikerulli/,https://x.com/RepMichaelRulli,https://www.youtube.com/@RepMikeRulli,,https://www.facebook.com/rulliforohio,https://www.instagram.com/michaelarulli,https://twitter.com/michaelrulli,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael B. Moore,H4SC01297,0.0,Michael,Moore,,South Carolina,SC,1.0,Non-Incumbent,country,South Carolina's 1st congressional district,U.S. Representative,8d44c0ed-9f2c-5a38-843a-ca5789d13493,Democratic Party,,,,7ed6f6fa-430c-4bd2-9aa8-b1eea539ae77,,,,,,,,,,https://www.facebook.com/MichaelBMooreforCongress,https://www.instagram.com/michaelbmoore_sc01/,https://twitter.com/michael_b_moore,https://www.youtube.com/@MichaelBMoore,https://www.tiktok.com/@michael_b_moore,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Baumgartner,H4WA05234,0.0,Michael,Baumgartner,,Washington,WA,5.0,Non-Incumbent,country,Washington's 5th congressional district,U.S. Representative,abf134fa-9bea-5a62-9fc7-a048395ee8bc,Republican Party,12/13/75,,,43cd96fc-22fd-4ba1-9ac4-9269fb9b3e17,,,,,,,,,,https://www.facebook.com/VoteBaumgartner,https://www.instagram.com/votebaumgartner,https://x.com/VoteBaumgartner,https://www.youtube.com/VoteBaumgartner,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Boris,H4NV01237,0.0,Michael,Boris,,Nevada,NV,1.0,Non-Incumbent,country,Nevada's 1st congressional district,U.S. Representative,77c29bd9-0130-5263-bea3-83abe17e782f,Republican Party,,,,f5f91e5e-5e86-4965-8235-d73dc0ab20e6,,,,,,,,,,https://www.facebook.com/MichaelBorisforNevada,https://www.instagram.com/michaelborisfornevada,https://x.com/mikeborisNV01,,https://www.tiktok.com/@michaelborisnv,,,,,,,,https://rumble.com/user/Michaelborisfornevada,Likely Democrat,1.0,,,Republican Party
Michael C. Burgess,H2TX26093,0.0,Michael,Burgess,"BURGESS, Michael C.",Texas,TX,26.0,Incumbent; Retired,country,Texas's 26th congressional district,U.S. Representative,a128af20-1644-5e6e-af06-92131bc26e16,Republican Party,12/23/50,White,Male,b19095a5-97b8-4373-96fc-1626f75566e8,20355.0,49.0,B001248,0.565,https://www.facebook.com/michaelcburgess/,https://www.instagram.com/repmichaelburgess/,https://twitter.com/michaelcburgess,https://www.youtube.com/@MichaelCBurgessMD,,https://facebook.com/drburgesstx,,https://twitter.com/drburgesstx?lang=en,,,,,,,https://gettr.com/user/michaelcburgess,,,,Not Competitive,0.0,,,Republican Party
Michael Cloud,H8TX27049,0.0,Michael,Cloud,"CLOUD, Michael",Texas,TX,27.0,Incumbent,country,Texas's 27th congressional district,U.S. Representative,94cf4fe7-a13e-55f3-be06-a2cbaba4d33e,Republican Party,5/13/75,White,Male,87c1c9fe-e8fd-4ca6-89ea-da275d59d746,21758.0,49.0,C001115,0.683,https://www.facebook.com/RepCloudTX/,https://www.instagram.com/repcloudtx/,https://twitter.com/RepCloudTX,https://www.youtube.com/channel/UCv_kM3OZukHS0rjWpw_JMWg,,https://www.facebook.com/CloudforCongress,https://www.instagram.com/michaeljcloud/,https://twitter.com/MichaelJCloud,https://www.youtube.com/channel/UCLiBkUDVP2Bdwqb75Fh2idQ,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Coburn,H4MD03289,0.0,Michael,Coburn,,Maryland,MD,3.0,Non-Incumbent,country,Maryland's 3rd congressional district,U.S. Representative,092d9f42-59af-57b7-a0a1-387d41933177,Democratic Party,,,,1b258eed-6423-44ec-ba1b-c34258f484a7,,,,,,,,,,,,https://twitter.com/coburn4maryland,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Michael Dugan,H4GA03068,0.0,Michael,Dugan,,Georgia,GA,3.0,Non-Incumbent,country,Georgia's 3rd congressional district,U.S. Representative,4cfb0816-c37c-55ca-b502-0f4d810fb13d,Republican Party,,,,666646a0-0b5f-4d1c-b005-512e6383a100,,,,,,,,,,https://www.facebook.com/MikeDuganGA03/,https://www.instagram.com/mikeduganga03/,https://twitter.com/mikeduganga03,https://www.youtube.com/channel/UCLJdIU8m1YQZri-65SFcPPw/videos,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Michael Goldstein,H4CT04163,0.0,Michael,Goldstein,,Connecticut,CT,4.0,Non-Incumbent,country,Connecticut's 4th congressional district,U.S. Representative,1c2d32a7-b38f-589e-8d7e-8c8d03912e48,Republican Party,,,,98d33fba-1e1f-413c-b692-0824e732137f,,,,,,,,,,https://www.facebook.com/goldsteinforcongress/,https://www.instagram.com/drmichaelgoldstein,https://twitter.com/DrMGoldstein,https://www.youtube.com/@goldstein4ct,https://www.tiktok.com/@drmikegoldstein,,,,,,,,https://rumble.com/user/MichaelGoldstein4CT,Not Competitive,0.0,,,Republican Party
